,hwu64_id,utterance,true_intent,scenario,dataset,predicted_intent,confidence
291,3465,"If my package shows that it is for delivery tomorrow, can you set up an alarm 1 hour after? Thank you!",alarm:set,alarm,valid,email:query,0.7608177065849304
292,5002,Postpone my alarm by 15 mins.,alarm:set,alarm,test,alarm:set,0.8715625405311584
293,3637,Set an alarm for me for <insert time>,alarm:set,alarm,test,alarm:set,0.9899123907089232
294,8131,please set an alarm clock for my next meeting with the team at 3 pm next friday,alarm:set,alarm,valid,alarm:set,0.8452768921852112
295,10103,Set up each <day>> at <time> for,alarm:set,alarm,train_nlu,alarm:set,0.9916296005249025
296,6284,I need you to get me up at 6am,alarm:set,alarm,test,transport:taxi,0.3510368764400482
297,3561,can you set the alarm for 1:30,alarm:set,alarm,valid,alarm:set,0.9996286034584044
298,6324,Please make me wake up at 4.00 am [date : tomorrow],alarm:set,alarm,train_ms,alarm:set,0.9850868582725524
299,10449,set alarm for reminder,alarm:set,alarm,train_nlu,alarm:set,0.995267391204834
300,770,Could you please lower the tone?,audio:volume_down,audio,valid,general:quirky,0.4491253793239593
301,5312,volume down,audio:volume_down,audio,train_nlu,audio:volume_down,0.9995805621147156
302,1860,Lower volume by 50%.,audio:volume_down,audio,train_nlu,audio:volume_down,0.9942622184753418
303,2295,Turn the volume down a little please,audio:volume_down,audio,train_nlu,audio:volume_down,0.9994124174118042
304,101,Set the volume to low.,audio:volume_down,audio,train_ms,audio:volume_up,0.8883563876152039
305,5204,decrease speaker volumne alexa,audio:volume_down,audio,test,audio:volume_down,0.9983410835266112
306,1452,PLEASE SLOW DOWN VOLUME OF SPEAKER.,audio:volume_down,audio,valid,audio:volume_down,0.8006486892700195
307,1453,I WANT TO SLOW DOWN MY SPEAKER.,audio:volume_down,audio,train_nlu,audio:volume_down,0.9856820702552797
308,2232,Decrease volume to very soft,audio:volume_down,audio,train_nlu,audio:volume_down,0.9960776567459106
309,5203,turn speaker volumne down alexa,audio:volume_down,audio,test,audio:volume_down,0.989836573600769
310,1105,Lower the speak volume,audio:volume_down,audio,train_nlu,audio:volume_down,0.9978063106536864
311,1107,Turn off the bass from the audio,audio:volume_down,audio,valid,audio:volume_mute,0.9841346144676208
312,4904,Turn down the volume,audio:volume_down,audio,test,audio:volume_down,0.996145486831665
313,4912,"Can you speak quieter please, Olly?",audio:volume_down,audio,valid,audio:volume_mute,0.7398698925971985
314,3446,Lower your volume please.,audio:volume_down,audio,train_ms,audio:volume_down,0.9988144040107728
315,3448,Talk quieter please.,audio:volume_down,audio,valid,audio:volume_mute,0.844333291053772
316,2164,please decrease the volume of music player.,audio:volume_down,audio,valid,audio:volume_down,0.7551227807998657
317,713,Lower the volume.,audio:volume_down,audio,test,audio:volume_down,0.9993196725845336
318,2084,decrease volume,audio:volume_down,audio,train_nlu,audio:volume_down,0.9995421767234802
319,714,"It is too loud, decrease the volume.",audio:volume_down,audio,valid,audio:volume_down,0.980055332183838
320,3000,Lower audio!,audio:volume_down,audio,valid,audio:volume_down,0.9877378344535828
321,3001,Turn down volume twenty percent!,audio:volume_down,audio,test,audio:volume_down,0.627636194229126
322,3225,turn down the speakers,audio:volume_down,audio,valid,audio:volume_down,0.999121069908142
323,1780,PLEASE turn the volume down.,audio:volume_down,audio,valid,audio:volume_down,0.998928964138031
324,2033,down,audio:volume_down,audio,valid,audio:volume_down,0.999061405658722
325,786,Decrease the volume to 10%,audio:volume_down,audio,train_ms,audio:volume_down,0.993281900882721
326,6290,"Olly, cut down the volume.",audio:volume_down,audio,valid,audio:volume_down,0.9984011054039
327,6429,Please change the volume low of the speakers.,audio:volume_down,audio,train_ms,audio:volume_up,0.6861622333526611
328,6473,"PDA, Reduce volume.",audio:volume_down,audio,train_nlu,audio:volume_down,0.9994592666625975
329,306,quieter,audio:volume_down,audio,train_ms,audio:volume_mute,0.967118203639984
330,307,softer,audio:volume_down,audio,train_nlu,audio:volume_down,0.999736189842224
331,6179,turh the music lower,audio:volume_down,audio,train_ms,audio:volume_down,0.9370887875556946
332,6688,too loud,audio:volume_down,audio,test,audio:volume_up,0.9810290932655334
333,6046,Can you make it a little quieter?,audio:volume_down,audio,valid,audio:volume_mute,0.9931938052177428
334,3202,Lesson the speaker volume,audio:volume_down,audio,train_ms,audio:volume_up,0.7593965530395508
335,3201,Turn down speakers,audio:volume_down,audio,test,audio:volume_down,0.9988592267036438
336,1587,Lower the volume to 20,audio:volume_down,audio,train_ms,audio:volume_down,0.991068959236145
337,6768,"Decrease, 20%",audio:volume_down,audio,test,audio:volume_down,0.968878984451294
338,3820,Please lower music volume,audio:volume_down,audio,train_ms,audio:volume_down,0.9951203465461732
339,4128,Please lower the speaker volume.,audio:volume_down,audio,test,audio:volume_down,0.9985532164573668
340,4129,Lower the volume on the speakers.,audio:volume_down,audio,train_ms,audio:volume_down,0.9993736147880554
341,4130,Please adjust the speakers to a lower more comfortable level.,audio:volume_down,audio,test,nlu_fallback,0.3
342,6896,please lower the volume,audio:volume_down,audio,test,audio:volume_down,0.9993892908096312
343,5936,Please reduce the speaker volume,audio:volume_down,audio,valid,audio:volume_down,0.9949480295181274
344,5648,Please speak quieter to me,audio:volume_down,audio,valid,audio:volume_mute,0.6534630060195923
345,5627,Turn the volume down.,audio:volume_down,audio,valid,audio:volume_down,0.9990285634994508
346,847,Ok Google! Lower all volume on speakers please,audio:volume_down,audio,train_nlu,audio:volume_down,0.9990081191062928
347,1644,decrease the volume to 10,audio:volume_down,audio,test,audio:volume_down,0.9960897564888
348,5599,Please talk softer.,audio:volume_down,audio,test,nlu_fallback,0.3
349,1944,decrease the volume,audio:volume_down,audio,test,audio:volume_down,0.9995504021644592
350,1469,Make the volume lower.,audio:volume_down,audio,train_nlu,audio:volume_down,0.9994341135025024
351,5543,turn down media volume,audio:volume_down,audio,train_ms,audio:volume_down,0.9981533885002136
352,4218,Slow down the speaker volume,audio:volume_down,audio,valid,audio:volume_down,0.9090138673782348
353,4220,Slow the volume speaker,audio:volume_down,audio,test,audio:volume_up,0.984779953956604
354,1031,"It's really loud, can you please turn the music down?",audio:volume_down,audio,train_ms,audio:volume_down,0.7478474974632263
355,3834,Speak softer please,audio:volume_down,audio,train_ms,audio:volume_down,0.996436893939972
356,1541,please turn down the volume,audio:volume_down,audio,train_ms,audio:volume_down,0.9983115792274476
357,768,Could you please lower your volume?,audio:volume_down,audio,train_nlu,audio:volume_down,0.9956616163253784
358,232,You're too loud,audio:volume_down,audio,train_ms,music:dislikeness,0.9780233502388
359,2444,Down the valume,audio:volume_down,audio,test,audio:volume_down,0.9991002678871156
360,608,turn down volume,audio:volume_down,audio,valid,audio:volume_down,0.9985599517822266
361,4840,Lower the volume of the speakers.,audio:volume_down,audio,train_ms,audio:volume_down,0.99623841047287
362,4529,Lower the volume please,audio:volume_down,audio,train_nlu,audio:volume_down,0.9990686774253844
363,2259,low the volume,audio:volume_down,audio,train_ms,audio:volume_up,0.733867347240448
364,4879,Lower volume of music player,audio:volume_down,audio,train_ms,audio:volume_down,0.5030986666679382
365,4530,Can you turn that down,audio:volume_down,audio,train_nlu,audio:volume_down,0.994953155517578
366,1850,Turn the speakers down to 5%.,audio:volume_down,audio,test,audio:volume_down,0.9888019561767578
367,2919,Lower the speakers,audio:volume_down,audio,train_nlu,audio:volume_down,0.9982661604881288
368,3918,pls reducw the sound,audio:volume_down,audio,train_nlu,audio:volume_down,0.9993574023246764
369,4643,Lower volume to half.,audio:volume_down,audio,train_nlu,audio:volume_down,0.9994680285453796
370,2864,Start the radio now on low volume,audio:volume_down,audio,test,play:radio,0.9938775300979614
371,1143,"Your volume is too high, please repeat that lower.",audio:volume_down,audio,test,audio:volume_down,0.8604859113693237
372,2138,Lower volume,audio:volume_down,audio,valid,audio:volume_down,0.9994261264801024
373,3200,Lower speaker volume,audio:volume_down,audio,train_nlu,audio:volume_down,0.9984562397003174
374,1853,lower the volume 10%,audio:volume_down,audio,valid,audio:volume_down,0.9956660270690918
375,1782,"No, no, turn it down!",audio:volume_down,audio,valid,audio:volume_down,0.9494156241416932
376,5484,shutdown the sound.,audio:volume_mute,audio,train_nlu,audio:volume_mute,0.9985964298248292
377,7190,PDA no notifications for 5 minutes,audio:volume_mute,audio,test,qa:maths,0.8661366701126099
378,4729,Please do not respond.,audio:volume_mute,audio,test,general:affirm,0.60772305727005
379,5460,not use,audio:volume_mute,audio,train_ms,general:greet,0.633026659488678
380,2568,Make the volume to zero,audio:volume_mute,audio,valid,audio:volume_up,0.9880816340446472
381,1626,Set mute mode for one hour.,audio:volume_mute,audio,test,calendar:remove,0.650251567363739
382,504,Speakers off.,audio:volume_mute,audio,train_ms,audio:volume_mute,0.9680063128471376
383,6789,activate silent,audio:volume_mute,audio,valid,email:sendemail,0.4430663287639618
384,4940,Mute the audio,audio:volume_mute,audio,train_ms,audio:volume_mute,0.9991819858551024
385,3381,Turn the sound off.,audio:volume_mute,audio,test,audio:volume_mute,0.9967819452285768
386,517,Must yourself when I am in a meeting.,audio:volume_mute,audio,valid,calendar:query,0.9845919013023376
387,3380,Turn the volume off.,audio:volume_mute,audio,train_nlu,audio:volume_mute,0.980588674545288
388,6387,Enter silence mode,audio:volume_mute,audio,test,general:commandstop,0.631690502166748
389,4221,mute for 15 minutes,audio:volume_mute,audio,test,audio:volume_mute,0.9963618516921996
390,3417,"I'm in a meeting, please do not speak.",audio:volume_mute,audio,test,calendar:set,0.6101851463317871
391,3795,Please be quiet,audio:volume_mute,audio,train_ms,audio:volume_mute,0.9914724826812744
392,2907,Please keep quiet for the next hour.,audio:volume_mute,audio,test,audio:volume_mute,0.9059687852859496
393,4323,Mute immediately..,audio:volume_mute,audio,train_nlu,audio:volume_mute,0.9989451169967652
394,4922,Mute sound,audio:volume_mute,audio,train_ms,audio:volume_mute,0.9980348348617554
395,2773,Mute yourself until 5pm.,audio:volume_mute,audio,train_nlu,audio:volume_mute,0.998464822769165
396,1003,"Cortana, will you please mute my speakers?",audio:volume_mute,audio,train_nlu,audio:volume_mute,0.995747447013855
397,5040,Set the settings to mute,audio:volume_mute,audio,test,music:settings,0.8503731489181519
398,2207,PLease shut off,audio:volume_mute,audio,train_ms,general:commandstop,0.9937081933021544
399,2260,off the speakers.,audio:volume_mute,audio,train_ms,audio:volume_mute,0.928970456123352
400,5667,Help me to mute my speaker.,audio:volume_mute,audio,valid,audio:volume_mute,0.9980331659317015
401,2860,Silent mode,audio:volume_mute,audio,train_ms,music:settings,0.6338163614273071
402,7191,PDA set to silent for 5 minutes,audio:volume_mute,audio,train_ms,alarm:set,0.9963879585266112
403,3127,Mute the living room speakers,audio:volume_mute,audio,valid,audio:volume_mute,0.997839629650116
404,5545,turn off media volume,audio:volume_mute,audio,train_nlu,audio:volume_mute,0.9903430938720704
405,5038,Mute the settings,audio:volume_mute,audio,train_ms,music:settings,0.9080686569213868
406,3416,Please hold for the next hour,audio:volume_mute,audio,train_ms,general:quirky,0.541869044303894
407,1150,Get yourself muted.,audio:volume_mute,audio,train_ms,audio:volume_mute,0.9962723255157472
408,2567,mute the speaker please,audio:volume_mute,audio,test,audio:volume_mute,0.9899340867996216
409,4324,Please mute the volume control.,audio:volume_mute,audio,test,audio:volume_mute,0.5190976858139038
410,5302,set to mute,audio:volume_mute,audio,train_nlu,audio:volume_mute,0.9988013505935668
411,2873,"I've got a meeting by tonight 7:00PM, please mute the music for an hour",audio:volume_mute,audio,test,nlu_fallback,0.3
412,5938,Turn the vibrate off from speaker,audio:volume_mute,audio,train_nlu,audio:volume_mute,0.998461127281189
413,288,please be quiet for another hour,audio:volume_mute,audio,valid,audio:volume_mute,0.8581410050392151
414,4267,Sound off please.,audio:volume_mute,audio,test,audio:volume_mute,0.7508110404014587
415,787,Don't talk until I ask you to,audio:volume_mute,audio,train_nlu,audio:volume_mute,0.999313235282898
416,4250,mute audio,audio:volume_mute,audio,train_nlu,audio:volume_mute,0.9992138147354126
417,3835,It's quiet time,audio:volume_mute,audio,train_nlu,audio:volume_mute,0.997441291809082
418,3418,Turn off the PDA's sound,audio:volume_mute,audio,train_nlu,audio:volume_mute,0.995962142944336
419,4881,Disable music player.,audio:volume_mute,audio,valid,music:settings,0.8214364051818848
420,6386,Stay quite,audio:volume_mute,audio,valid,audio:volume_mute,0.999382495880127
421,3094,Silence speakers.,audio:volume_mute,audio,test,audio:volume_mute,0.997429132461548
422,5666,Can you mute my speaker.,audio:volume_mute,audio,valid,audio:volume_mute,0.9939430356025696
423,2774,I need you to be quiet until tomorrow.,audio:volume_mute,audio,test,audio:volume_mute,0.9013324975967408
424,167,Mute volume.,audio:volume_mute,audio,test,audio:volume_mute,0.984170377254486
425,6350,set mute until said otherwise,audio:volume_mute,audio,test,audio:volume_mute,0.9912760257720948
426,4,Stop!,audio:volume_mute,audio,valid,audio:volume_mute,0.7349021434783936
427,3095,Silence volume on speakers.,audio:volume_mute,audio,valid,audio:volume_mute,0.9793312549591064
428,3947,Set volume to zero.,audio:volume_mute,audio,test,audio:volume_up,0.9853220582008362
429,5854,Silent mode on for the next three hours.,audio:volume_mute,audio,train_ms,email:addcontact,0.8179460763931274
430,3487,Please mute the speakers,audio:volume_mute,audio,train_nlu,audio:volume_mute,0.9954736828804016
431,1627,Do not make any noise until morning alarm.,audio:volume_mute,audio,valid,alarm:query,0.8331459164619446
432,1149,Please pause yourself.,audio:volume_mute,audio,test,iot:wemo_off,0.3860885500907898
433,503,Silence please.,audio:volume_mute,audio,train_nlu,audio:volume_mute,0.99713534116745
434,846,Hey Siri!! mute the speakers,audio:volume_mute,audio,train_nlu,audio:volume_mute,0.9974891543388368
435,2436,Silence for two hours,audio:volume_mute,audio,train_ms,audio:volume_mute,0.992312788963318
436,3801,Mute speaker,audio:volume_mute,audio,valid,audio:volume_mute,0.9976863265037536
437,6349,mute for 1 hour,audio:volume_mute,audio,valid,audio:volume_mute,0.9944081902503968
438,6935,I want you to mute,audio:volume_mute,audio,train_nlu,audio:volume_mute,0.9957342147827148
439,6934,Can you please stop speaking,audio:volume_mute,audio,valid,general:commandstop,0.972174346446991
440,1585,Mute speakers,audio:volume_mute,audio,train_ms,audio:volume_mute,0.998193860054016
441,788,Mute yourself until I say otherwise,audio:volume_mute,audio,valid,audio:volume_mute,0.999218761920929
442,4728,Please do not speak.,audio:volume_mute,audio,train_ms,general:explain,0.5254510045051575
443,2906,No speaking please,audio:volume_mute,audio,train_ms,general:commandstop,0.5529122352600098
444,2859,Please be silent until I tell you not to be,audio:volume_mute,audio,valid,nlu_fallback,0.3
445,516,Can you mute when I am not home?,audio:volume_mute,audio,valid,audio:volume_mute,0.6627840399742126
446,5855,Quiet on.,audio:volume_mute,audio,test,audio:volume_mute,0.9993435740470886
447,290,do not speak today,audio:volume_mute,audio,train_ms,general:explain,0.6253678798675537
448,7068,Don't talk,audio:volume_mute,audio,train_ms,audio:volume_mute,0.5904765129089355
449,6029,Please u don't speak in 8 to 10 P.M.,audio:volume_mute,audio,train_nlu,audio:volume_mute,0.9883422255516052
450,7028,Turn down the noise,audio:volume_mute,audio,train_ms,audio:volume_down,0.9885717034339904
451,1554,PDA be quiet.,audio:volume_mute,audio,test,audio:volume_mute,0.9950700402259828
452,4436,stop it.,audio:volume_mute,audio,train_nlu,audio:volume_mute,0.9900742173194884
453,3945,Turn off sound.,audio:volume_mute,audio,valid,audio:volume_mute,0.9969009160995485
454,6030,Please mute yourself.,audio:volume_mute,audio,test,audio:volume_mute,0.9973509311676024
455,2569,down the speaker volume at the end of level,audio:volume_mute,audio,valid,audio:volume_down,0.7935675978660583
456,6628,can you set radio to mute,audio:volume_mute,audio,valid,audio:volume_mute,0.982960045337677
457,3377,Please mute the sound.,audio:volume_mute,audio,train_ms,audio:volume_mute,0.9966824650764464
